YYMM,AY.4,BA.2,BA.1.1,B.1.1.7,BA.1,AY.103,AY.44,BA.1.17.2,BA.2.12.1,AY.3,BA.2.9,AY.43,BA.5.2.1,BA.1.15,AY.25,B.1.617.2,BA.5.1,AY.122,AY.4.2,BA.5.2,XBB.1.5,B.1.2,unclassifiable,AY.100,BQ.1.1,AY.25.1,BA.1.1.18,B.1.177,B.1,AY.5,BA.2.3,BA.1.15.1,AY.98,AY.39,BA.5.5,B.1.526,AY.26,AY.47,BA.4.1,B.1.429,BE.1.1,AY.119,AY.120,AY.4.2.2,BA.1.18,BA.4.6,AY.6,BA.2.10,JN.1,BA.1.17,BA.1.20,BA.1.1.1,BQ.1,B.1.1,AY.126,BA.5.6,AY.20,BF.7,P.1,BA.4,AY.9.2,AY.4.2.1,HV.1,AY.118,AY.75,BA.1.1.14,BA.2.23,BA.1.1.15,AY.9,BA.1.16,AY.46.6,AY.121,BA.2.1,B.1.160,B.1.427,BE.1,BA.5,AY.98.1,JN.1.4,AY.3.1,AY.46.5,BF.5,BF.10,B.1.1.519,AY.117,B.1.637,AY.4.6,AY.125,AY.42,D.2,AY.127,AY.14,AY.54,BA.5.2.9,CH.1.1,AY.129,KP.3.1.1,AY.119.2,BA.1.1.13,AY.33,B.1.243,XBB.1.16,AY.36,B.1.351,BA.5.2.20,AY.7.1,FL.1.5.1,BA.5.1.22,AY.113,XBB.1.16.6,BA.5.1.30,AY.111,BA.2.18,BA.2.8,EG.5.1.1,BA.5.1.1,BF.26,B,AY.39.1,XBB.1,BA.5.1.23,BA.1.1.2,BA.5.1.10,BD.1,B.1.258,B.1.1.529,KP.2.3,B.1.177.7,AY.43.6,BA.2.37,BA.5.1.3,Q.3,BF.1,BE.3,AY.34,AY.46,BA.5.2.6,AY.7,BA.5.2.21,B.1.1.37,AY.13,BA.2.36,JN.1.1,BF.28,AY.46.4,BQ.1.2,B.1.177.4,BA.5.2.3,AY.99.2,BQ.1.1.4,BA.5.9,B.1.621,AY.39.1.1,AD.2,BA.1.1.12,B.1.234,XBB.1.16.11,AY.4.8,AY.114,BF.11,BF.27,EG.5.1,BQ.1.1.20,BA.4.4,BF.21,BA.2.12,BA.5.1.5,EG.5.1.3,XBB.1.5.7,XBB.1.5.13,B.1.240,BQ.1.8,BQ.1.12,B.1.1.222,XBB.1.9.1,B.1.177.57,B.1.369,AY.116.1,AY.34.1,BE.1.1.2,BA.5.1.2,BA.1.1.11,KP.3.1,BA.5.1.24,BQ.1.1.3,P.1.17,B.1.221,CH.1.1.1,AY.4.2.3,BA.2.7,BN.1.3,BF.8,BQ.1.1.18,AY.4.5,AY.110,AY.120.1,AY.107,BA.1.14,HK.3,BN.1.3.1,JN.1.7,DV.6,R.1,BQ.1.10,BA.5.8,A.1,P.1.10,JN.1.4.5,AY.43.4,BQ.1.14,XBB.1.16.1,B.1.1.311,BA.1.12,BF.7.5,B.1.575,EG.5.1.4,KP.2,BQ.1.11,BA.2.10.1,BF.7.4,JD.1.1,BA.4.2,B.1.525,XBB.1.16.15,BA.2.86.1,BA.5.3.1,XE,KP.3.3,AY.2,BA.5.1.25,EG.5.1.6,AY.1,B.1.177.45,B.1.177.81,JG.3,BQ.1.1.5,BN.1.5,BF.14,BQ.1.3.2,BA.5.2.35,B.1.177.86,B.1.311,BN.1,AY.112,BA.5.2.34,BQ.1.18,BA.1.19,BA.4.6.5,LB.1.7,BF.4,XBB.1.5.15,B.1.595,B.1.1.307,BA.5.2.13,JN.1.8.1,BA.5.11,BQ.1.1.2,B.40,GJ.1.2,BA.1.10,XBB.1.5.18,B.1.1.369,XBB.1.9.2,BA.2.13,BQ.1.5,BQ.1.1.8,C.37,AY.4.3,BQ.1.1.1,B.1.36.17,AY.124,B.1.623,XBB.1.5.49,BA.5.3.3,B.1.400,B.1.1.1,AY.36.1,BA.5.3,BA.2.22,FD.2,XBB.1.15,BA.1.1.4,AY.37,BF.24,AY.90,BQ.1.1.32,AY.67,AY.121.1,BA.5.1.6,BA.2.56,AY.5.3,B.1.561,BQ.1.1.69,XBB.1.5.1,BQ.1.1.7,AY.4.9,BA.5.1.27,B.1.1.318,BF.7.4.1,KP.2.2,DY.3,BA.4.1.1,BA.1.15.2,BQ.1.23,B.1.232,AY.43.8,B.1.517,AY.8,BE.1.4,BA.2.3.17,XBF,BE.1.1.1,FL.3,AY.64,B.1.1.434,BA.5.3.2,BN.1.2,AY.23,B.1.177.44,B.1.177.16,FL.4,BA.5.2.22,BA.2.5,XBB.1.5.17,XBB.1.5.20,B.1.177.54,CH.1.1.2,P.2,AY.62,BQ.1.13,B.1.177.15,BA.1.21,B.1.1.39,BF.7.6,BA.1.1.9,JN.1.39,B.1.177.65,AY.4.1,LB.1,BA.2.38,BQ.1.13.1,BA.5.1.18,DN.2,HF.1,BA.2.75.2,AY.48,BA.5.2.26,XBB.1.5.32,XBB.1.5.10,BA.2.41,AY.4.10,EG.6.1,P.1.15,GE.1,BA.5.1.34,BA.2.9.3,AY.41,BA.5.5.1,BA.2.65,B.1.177.56,AY.57,JF.1.1,BA.5.2.28,AY.120.2.1,XBB.2.3,BA.2.14,B.1.596,B.1.177.8,EG.1,BQ.1.1.10,BF.6,B.1.177.87,BA.4.1.8,BA.2.48,AY.35,B.1.1.372,AY.16,AY.10,AY.29,XBB.1.5.52,XBB.1.5.48,AY.4.15,AY.65,B.1.565,B.1.177.17,AY.4.4,KP.1.1.3,B.1.582,BF.13,KP.3,XBB.1.5.16,B.1.1.317,BA.1.13,JN.2,XBB.1.9,AY.84,XBB.1.5.33,KP.3.2,AY.46.1,XBB.1.5.12,BA.1.1.10,B.1.241,BA.5.2.27,XBB.1.5.24,XBB.1.5.4,BQ.1.1.6,FU.1,EF.1,BQ.1.1.24,BA.5.1.12,XB,AY.45,GS.4.1,BK.1,BQ.1.1.41,B.1.258.17,B.1.177.10,B.1.36,AY.109,A,B.1.609,CL.1,BQ.1.1.23,BA.5.2.7,AY.80,GK.1.1,B.1.621.1,BA.5.2.2,XBB.1.5.31,AY.25.3,B.1.1.291,B.1.177.11,XBB.1.5.51,XBB.1.5.46,LB.1.3,BA.2.47,EF.1.1,BF.7.20,B.1.160.16,B.1.110.3,B.1.1.279,BA.5.2.31,BN.1.4.4,HK.6,AY.70,JF.4,BA.2.3.20,XBB,AY.122.3,BG.5,AY.32,KP.3.2.3,BA.5.2.23,BQ.1.25,B.1.177.6,BQ.1.1.22,AY.5.4,AY.4.7,BA.5.2.18,B.1.93,JN.1.13.1,BF.2,JN.1.9,KP.3.1.4,BQ.1.1.15,B.1.577,XBB.1.5.21,BQ.1.1.51,B.1.426,BQ.1.15,FL.5,XBB.1.5.37,KP.1.1.1,DU.1,B.1.1.316,XBB.1.5.11
2106,72321,0,0,30733,0,1345,5070,0,0,1354,0,104,0,0,1461,6935,0,2153,188,0,0,38,1650,198,0,232,0,6,412,3948,0,0,3123,302,0,1246,990,471,0,79,0,188,2538,0,0,0,2873,0,0,0,0,0,0,100,46,0,228,0,4022,0,55,0,0,179,630,0,0,0,5243,0,1,49,0,11,57,0,0,34,0,65,35,0,0,125,332,846,4,9,37,0,7,466,429,0,0,0,0,10,0,63,0,0,21,418,0,275,0,0,4,0,0,258,0,0,0,0,0,35,26,0,0,0,0,0,4,2,0,0,0,0,0,625,0,0,2,210,0,1225,0,0,485,0,0,0,68,0,0,0,3,0,0,1204,0,0,0,2,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,9,1,0,0,0,0,0,0,617,1,0,0,0,0,0,0,38,84,123,78,0,0,0,0,0,7,0,0,1,506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89,0,0,0,0,0,613,0,0,91,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,53,0,0,23,3,0,0,0,6,0,0,0,0,0,0,76,0,137,0,193,1,0,0,0,2,0,0,0,5,0,169,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,99,1,0,0,56,2,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,105,0,0,0,0,0,0,310,0,0,0,2,0,0,1,20,0,0,23,0,0,0,0,0,0,0,0,0,0,73,0,93,620,17,0,0,0,100,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,242,208,0,0,0,0,0,0,3,20,0,0,0,0,1,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2107,109167,1,2,7640,0,17972,27884,1,1,12536,0,9012,0,1,12850,13892,0,7508,1191,0,0,19,2881,3384,0,5515,0,32,265,7950,0,0,4475,2939,0,266,6507,6443,0,7,0,3084,4340,6,0,0,5693,0,0,0,0,0,0,35,301,0,2996,0,2214,0,2371,17,0,2677,4266,0,0,0,3425,0,206,138,0,11,6,0,0,1450,0,1411,521,0,0,22,870,423,27,1189,2576,0,52,4118,3069,0,0,46,0,415,0,439,6,0,226,56,0,3960,0,0,275,0,0,433,0,0,0,0,0,152,474,0,0,0,0,0,3,2,0,0,0,0,0,275,0,0,182,259,0,1366,0,3,1997,0,0,0,360,0,0,0,123,0,0,1802,6,1,0,3,0,28,807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,1,889,111,0,0,0,0,0,0,640,0,0,0,0,0,0,0,120,1142,359,314,0,0,0,0,0,2,0,0,0,282,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1165,0,0,400,0,1,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,211,0,1,152,0,0,0,0,2,0,0,0,0,0,0,406,0,205,0,807,0,0,0,169,0,0,0,0,21,0,61,0,0,0,0,0,0,0,3,0,360,0,0,0,0,0,297,0,0,0,159,0,1,0,0,0,0,0,0,0,0,439,0,0,0,1,0,0,0,0,306,0,0,0,0,0,0,0,688,0,0,0,0,0,0,301,0,0,0,66,0,0,0,73,0,0,358,0,0,0,0,0,0,0,2,0,0,513,0,219,204,142,0,0,0,211,0,0,22,0,0,0,0,0,1,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,377,257,0,0,0,0,0,0,33,5,0,0,0,0,7,0,397,0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,454,0,0,0,0,0,165,0,0,0,0,0,199,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,125548,1,68,1538,8,42156,46307,4,0,29017,0,16613,0,5,25936,19382,1,15606,3800,0,0,46,2650,11136,0,12127,0,6,320,9969,0,0,4039,6684,0,23,10847,10670,0,4,0,5664,5411,253,0,0,6143,0,0,0,0,1,0,22,2432,0,5310,0,903,0,4209,341,0,4831,5767,0,0,0,1902,0,1931,1013,0,6,9,0,0,2385,0,3632,1285,0,0,1,1731,47,1494,2493,3193,0,305,4009,3545,0,0,2274,0,1601,0,2262,1,0,1305,28,0,1706,0,0,1346,0,0,541,0,0,0,0,0,575,1161,0,0,0,0,0,1,5,0,0,0,0,0,24,0,0,602,1074,0,1058,0,0,1702,0,0,0,1081,0,0,0,900,0,0,483,1295,2,0,6,0,333,1191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1109,261,0,0,0,0,0,0,128,0,0,28,0,0,0,0,279,1205,852,546,0,0,0,0,0,1,0,0,0,52,0,9,0,0,1,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,637,0,0,676,0,0,0,0,0,0,0,0,5,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,415,0,1,386,0,0,0,0,1,0,0,0,0,0,0,673,0,402,0,603,0,0,0,491,1,0,0,0,48,0,31,0,0,0,0,0,0,0,81,1,78,0,0,0,0,0,463,0,0,0,478,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,491,0,0,0,0,0,0,196,0,0,0,478,0,0,0,460,0,0,734,0,0,0,0,0,0,0,0,0,0,382,0,488,3,815,0,0,0,245,0,0,306,0,0,0,0,0,0,0,0,0,143,0,0,140,0,0,1,0,0,0,0,0,0,0,0,105,309,0,0,0,0,0,2,233,24,0,0,0,0,47,0,154,0,0,213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,369,0,0,0,0,0,249,0,0,0,0,0,290,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,131996,4,11,119,1,44430,38463,0,1,29804,0,16794,0,2,23820,14753,0,14443,8822,0,0,97,2348,12849,0,11915,0,10,317,8914,0,0,5840,7652,0,5,6650,7675,0,39,0,5401,4545,1733,2,0,4610,0,0,0,0,0,0,18,3128,0,3815,0,129,0,3046,962,0,3908,3321,0,0,0,1153,1,3087,1704,0,2,105,0,0,2269,0,3458,2457,0,0,3,2157,6,1296,2186,2113,0,559,1458,1990,0,0,1954,0,1891,0,2277,13,0,1394,11,0,975,0,0,1641,0,0,839,1,0,0,0,0,462,1597,0,0,1,0,0,2,2,0,1,295,0,1,0,0,0,911,823,0,552,0,2,482,0,0,0,1248,0,0,0,1357,0,0,110,877,1,0,4,0,486,1007,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,1,681,438,0,0,0,0,0,0,11,0,0,159,0,0,0,0,322,567,800,543,0,0,0,0,0,0,0,0,0,5,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,161,0,0,398,0,1,0,0,0,0,0,0,0,7,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,434,0,0,346,0,0,0,0,0,0,0,0,0,0,0,507,0,264,0,241,18,0,0,541,0,0,0,0,162,0,3,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,399,0,0,0,408,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,120,0,0,0,0,1,0,132,0,0,0,390,0,0,0,136,0,0,96,0,0,0,1,0,0,0,0,0,0,146,0,275,0,277,0,0,74,256,0,0,414,0,0,0,0,0,0,0,0,0,358,0,0,201,0,0,0,0,0,0,0,0,0,0,0,15,214,0,0,0,0,0,0,194,3,0,0,0,0,220,0,19,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,140,0,0,0,0,0,135,148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2110,132567,2,8,33,10,45524,35422,1,0,25959,0,19089,0,3,20856,13234,0,15494,15744,1,1,6,2864,13080,0,10154,1,1,211,7697,0,0,7218,7853,0,2,4289,4184,0,1,0,5641,4876,3759,0,0,3499,0,0,1,0,0,0,16,4130,1,3490,0,54,0,3154,2871,0,2828,1677,0,0,0,461,0,2915,2397,0,16,0,0,1,2395,0,2389,3069,0,1,0,2599,0,3125,1865,1030,0,1484,684,922,0,0,1198,0,1840,0,1565,3,0,1513,2,0,503,0,0,1645,0,0,1502,0,0,0,0,0,671,1445,0,0,0,0,0,0,13,0,0,1224,0,0,0,0,0,960,1019,0,276,0,0,268,0,0,0,968,0,1,0,1023,0,0,25,1463,0,0,1,0,948,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,496,0,0,0,0,0,0,0,0,0,375,0,0,0,0,616,201,559,670,0,0,0,0,0,0,0,0,1,1,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,0,392,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,288,0,0,376,0,0,0,0,0,97,0,0,0,0,0,194,0,246,0,71,166,0,0,327,0,0,0,0,367,0,5,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,198,0,0,0,216,0,0,0,0,0,0,0,1,0,0,127,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,42,0,0,0,0,170,0,115,0,0,0,252,0,1,0,127,0,0,45,0,0,0,0,0,0,0,0,0,0,118,0,44,0,33,0,0,264,326,0,0,207,0,0,0,0,0,2,0,0,0,273,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,1,179,9,0,0,0,0,485,0,3,0,0,174,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,177,0,103,0,0,0,0,0,77,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,151659,4,94,43,380,56458,37737,115,1,26483,0,37395,2,55,21775,14883,0,23534,32485,0,0,3,2700,16148,0,11154,10,0,127,7470,0,2,10474,9362,0,0,3064,2737,0,0,1,6308,5231,11836,74,0,3097,0,1,112,11,1,1,5,7330,0,3156,0,15,0,4137,8115,0,2172,969,0,0,0,248,2,3933,4511,0,3,0,0,0,3379,1,1959,3995,0,0,0,3426,0,3837,2258,1510,0,4225,463,762,0,0,2386,0,2363,1,1471,0,0,1989,10,0,750,0,0,1780,0,0,2367,0,0,0,0,0,975,1243,0,0,0,0,0,0,27,0,0,2632,0,0,0,0,0,1540,1212,0,243,0,0,137,0,0,0,889,0,0,1,884,0,0,14,1087,0,0,0,1,1557,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1229,0,0,1,0,0,0,0,0,0,1603,0,0,0,0,1126,61,400,634,10,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,484,0,1,0,0,0,0,0,0,1,0,0,461,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,411,0,0,412,0,0,0,0,0,635,0,0,0,0,0,94,0,378,0,21,799,0,0,238,0,0,0,0,741,0,4,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,164,0,0,0,239,0,0,0,0,0,0,0,1,0,0,50,0,1,13,0,0,0,0,0,84,0,0,0,0,0,0,0,27,0,0,0,0,883,0,28,0,0,0,198,0,0,0,193,0,0,137,0,0,0,0,0,0,0,0,0,0,53,0,103,0,7,0,0,660,80,0,0,223,0,0,0,0,0,0,7,0,0,248,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,344,4,0,0,0,1,235,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,513,0,60,0,0,0,0,0,177,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,75938,1046,76561,15,95163,37019,21503,56886,2,15954,442,27355,3,39381,13256,10401,0,15205,24400,0,1,2,5249,10553,2,7092,10469,0,78,3350,12,15379,7100,6716,0,1,1702,1349,2,1,0,4194,2226,11623,6074,0,1301,4,0,6682,8403,912,0,27,6086,0,2073,0,2,0,2399,6016,0,1337,498,1716,1,1851,132,4719,2500,4381,0,1,0,0,0,2051,0,1125,2262,0,0,0,2039,0,1864,1478,983,0,4198,120,237,0,0,1792,0,1432,1264,1208,0,0,2272,1,0,550,0,0,1339,0,0,1459,1,0,0,0,0,323,761,1,0,687,0,206,0,2160,0,0,1932,0,0,0,0,0,1315,742,0,90,0,0,98,0,0,0,417,0,0,0,500,0,0,2,4,0,333,0,0,1172,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,268,1226,0,0,872,0,0,0,0,0,0,1166,0,0,0,0,737,15,170,426,777,0,0,0,0,0,0,0,0,0,0,706,0,0,0,650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,100,0,0,0,0,0,0,0,0,0,0,0,282,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,280,0,0,343,0,0,0,0,0,1141,0,0,0,0,96,24,0,280,0,14,804,0,0,169,0,0,0,0,464,0,0,0,0,0,0,104,0,0,452,0,0,0,0,0,0,0,62,0,0,0,93,0,0,0,0,0,0,0,0,0,0,6,0,0,327,0,0,4,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,411,0,4,0,0,0,64,0,0,0,180,0,0,21,0,0,0,0,0,0,0,0,0,0,67,0,84,0,9,0,0,325,17,0,0,119,0,0,0,0,0,0,406,0,0,242,0,0,308,0,55,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,156,5,0,0,0,0,150,0,1,0,0,181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,353,0,1,0,0,0,0,0,137,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,86,217,0,32,3,1,1,11,4,6,0,22,42,0,1,8,0,0,6,0,0,1,0,5,3,28,0,0,0,7,0,0,1,14,0,0,0,9,0,0,1,0,0,4,2,0,5,0,3,13,0,3,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,13,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2201,2580,32173,290819,11,153562,1741,1012,90101,44,789,7371,2683,1,58791,726,1033,3,1469,888,4,1,4,7653,512,3,338,31474,1,32,104,895,21422,226,297,4,0,67,52,1,0,0,227,81,499,13835,1,43,2219,0,13498,11799,8937,0,5,608,2,89,0,0,0,228,233,1,47,13,6346,34,6238,11,7537,323,584,336,0,0,1,0,219,0,37,63,1,0,0,99,1,18,122,131,0,455,3,10,0,0,224,0,68,4043,98,0,0,140,0,1,48,0,0,85,0,0,45,1,1,0,0,0,57,36,1,0,2930,0,2445,0,1803,0,0,36,67,0,0,0,1,131,62,1,7,0,0,3,1,0,0,29,2,0,0,39,1,0,0,0,0,1985,0,0,49,1,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,6,69,0,0,1916,0,0,0,0,0,0,119,9,0,0,0,42,2,4,14,1610,0,0,0,0,0,0,0,0,0,0,55,1,0,0,1636,0,0,0,0,0,180,0,0,1,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,4,0,0,0,15,1,0,37,0,0,0,0,0,162,0,1,0,0,869,4,0,11,0,1,137,0,8,3,0,0,0,1,57,0,0,0,0,0,0,704,0,0,42,0,0,0,113,0,0,0,0,0,0,0,23,0,0,0,0,11,0,0,0,0,0,0,0,0,719,0,0,289,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,17,0,0,0,0,0,5,0,2,0,54,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,4,0,22,0,0,2,10,0,0,17,0,0,0,0,0,0,577,0,0,11,0,0,12,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,112,141779,242653,9,55995,43,35,27542,26,32,21287,119,1,21142,31,71,3,49,28,5,4,5,2912,15,2,11,13512,0,11,6,6345,6784,8,8,0,0,4,1,0,0,0,9,7,27,7742,0,7,8763,0,4595,4545,10644,0,3,37,0,1,0,0,0,6,16,0,0,0,5900,1294,5759,0,2404,7,22,3122,0,0,1,0,8,0,1,3,0,0,2,3,0,2,4,2,0,17,0,1,0,0,7,0,1,3540,1,1,0,7,1,0,1,0,1,12,0,0,1,55,752,0,0,1,10,0,1,0,2131,0,2850,0,1023,0,0,1,1335,0,0,1,0,7,3,0,0,1,0,0,118,1,0,0,0,0,0,0,0,0,0,0,0,1894,1,0,1,0,0,0,0,0,0,0,382,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,689,0,0,0,0,0,0,6,444,0,0,0,4,0,1,0,694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,578,0,0,0,0,0,672,0,0,0,0,0,0,0,322,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,1,0,0,0,0,0,0,0,607,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,3,0,182,0,0,886,0,0,0,0,0,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,5,0,0,1,295,0,0,0,0,1,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,404,0,0,903,0,0,0,0,27,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,23,0,0,30,0,63,0,0,0,0,201,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,212,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
